COU,Indicator,Time,Value,id
GRC,Female share of seats on boards of the largest publicly listed companies,2019,10.3,300
HUN,Female share of seats on boards of the largest publicly listed companies,2018,14.9,348
HUN,Female share of seats on boards of the largest publicly listed companies,2019,12.9,348
ISL,Female share of seats on boards of the largest publicly listed companies,2018,45.7,352
ISL,Female share of seats on boards of the largest publicly listed companies,2019,45.9,352
JPN,Female share of seats on boards of the largest publicly listed companies,2018,6.4,392
JPN,Female share of seats on boards of the largest publicly listed companies,2019,8.4,392
KOR,Female share of seats on boards of the largest publicly listed companies,2018,2.3,410
KOR,Female share of seats on boards of the largest publicly listed companies,2019,3.3,410
MEX,Female share of seats on boards of the largest publicly listed companies,2018,7.3,484
MEX,Female share of seats on boards of the largest publicly listed companies,2019,8.1,484
NZL,Female share of seats on boards of the largest publicly listed companies,2018,30.2,554
NZL,Female share of seats on boards of the largest publicly listed companies,2019,38.2,554
NOR,Female share of seats on boards of the largest publicly listed companies,2018,40.2,578
NOR,Female share of seats on boards of the largest publicly listed companies,2019,40.2,578
PRT,Female share of seats on boards of the largest publicly listed companies,2018,21.6,620
PRT,Female share of seats on boards of the largest publicly listed companies,2019,24.6,620
SVK,Female share of seats on boards of the largest publicly listed companies,2018,24.1,703
SVK,Female share of seats on boards of the largest publicly listed companies,2019,29.1,703
SWE,Female share of seats on boards of the largest publicly listed companies,2018,36.1,752
SWE,Female share of seats on boards of the largest publicly listed companies,2019,37.5,752
GBR,Female share of seats on boards of the largest publicly listed companies,2018,29.9,826
GBR,Female share of seats on boards of the largest publicly listed companies,2019,32.6,826
USA,Female share of seats on boards of the largest publicly listed companies,2018,23.4,840
USA,Female share of seats on boards of the largest publicly listed companies,2019,26.1,840
COL,Female share of seats on boards of the largest publicly listed companies,2018,13.2,170
COL,Female share of seats on boards of the largest publicly listed companies,2019,13.5,170
ISR,Female share of seats on boards of the largest publicly listed companies,2018,24.5,376
ISR,Female share of seats on boards of the largest publicly listed companies,2019,21.6,376
AUS,GDP ($USD/capita),2000,28305.48,036
AUS,GDP ($USD/capita),2005,35642.42,036
AUS,GDP ($USD/capita),2010,42825.61,036
AUS,GDP ($USD/capita),2015,47232.63,036
AUS,GDP ($USD/capita),2016,50150.65,036
AUS,GDP ($USD/capita),2017,50699.18,036
AUS,GDP ($USD/capita),2018,52907.9,036
AUT,GDP ($USD/capita),2000,29388.78,040
AUT,GDP ($USD/capita),2005,35024.56,040
AUT,GDP ($USD/capita),2010,42053.24,040
AUT,GDP ($USD/capita),2015,49942.06,040
AUT,GDP ($USD/capita),2016,52665.09,040
AUT,GDP ($USD/capita),2017,54188.36,040
AUT,GDP ($USD/capita),2018,57077.73,040
BEL,GDP ($USD/capita),2000,27797.33,056
BEL,GDP ($USD/capita),2005,33176.68,056
BEL,GDP ($USD/capita),2010,39868.99,056
BEL,GDP ($USD/capita),2015,46201.69,056
BEL,GDP ($USD/capita),2016,48599.2,056
BEL,GDP ($USD/capita),2017,50442.95,056
CAN,GDP ($USD/capita),2000,29363.15,124
CAN,GDP ($USD/capita),2005,36327.66,124
CAN,GDP ($USD/capita),2010,40114.22,124
CAN,GDP ($USD/capita),2015,44670.05,124
CAN,GDP ($USD/capita),2016,46472.37,124
CAN,GDP ($USD/capita),2017,48316.72,124
CAN,GDP ($USD/capita),2018,50239.99,124
CAN,GDP ($USD/capita),2019,50660.59,124
CZE,GDP ($USD/capita),2005,22046.0,203
CZE,GDP ($USD/capita),2010,27789.61,203
CZE,GDP ($USD/capita),2015,33909.31,203
CZE,GDP ($USD/capita),2016,36101.29,203
CZE,GDP ($USD/capita),2017,38842.9,203
CZE,GDP ($USD/capita),2018,41147.63,203
CZE,GDP ($USD/capita),2019,43326.66,203
DNK,GDP ($USD/capita),2005,34152.88,208
DNK,GDP ($USD/capita),2010,43041.19,208
DNK,GDP ($USD/capita),2015,49058.14,208
DNK,GDP ($USD/capita),2016,51967.02,208
DNK,GDP ($USD/capita),2017,55356.49,208
DNK,GDP ($USD/capita),2018,57453.01,208
FIN,GDP ($USD/capita),2000,26796.41,246
FIN,GDP ($USD/capita),2005,32051.76,246
FIN,GDP ($USD/capita),2010,38985.87,246
FIN,GDP ($USD/capita),2015,42490.21,246
FIN,GDP ($USD/capita),2016,44934.49,246
FIN,GDP ($USD/capita),2017,47570.27,246
FIN,GDP ($USD/capita),2018,49700.52,246
FRA,GDP ($USD/capita),2000,26106.05,250
FRA,GDP ($USD/capita),2005,30504.06,250
FRA,GDP ($USD/capita),2010,35939.46,250
FRA,GDP ($USD/capita),2015,40829.89,250
FRA,GDP ($USD/capita),2016,42855.94,250
FRA,GDP ($USD/capita),2018,46419.31,250
DEU,GDP ($USD/capita),2000,27462.91,276
DEU,GDP ($USD/capita),2005,32236.74,276
DEU,GDP ($USD/capita),2010,39707.33,276
DEU,GDP ($USD/capita),2015,47609.56,276
DEU,GDP ($USD/capita),2016,50579.48,276
DEU,GDP ($USD/capita),2017,53071.48,276
DEU,GDP ($USD/capita),2018,55142.16,276
GRC,GDP ($USD/capita),2005,25577.45,300
GRC,GDP ($USD/capita),2010,27934.32,300
GRC,GDP ($USD/capita),2015,26760.15,300
GRC,GDP ($USD/capita),2016,27511.78,300
GRC,GDP ($USD/capita),2017,28604.79,300
GRC,GDP ($USD/capita),2018,29652.89,300
HUN,GDP ($USD/capita),2000,11858.33,348
HUN,GDP ($USD/capita),2005,17112.2,348
HUN,GDP ($USD/capita),2010,21768.44,348
HUN,GDP ($USD/capita),2015,26806.6,348
HUN,GDP ($USD/capita),2016,27947.64,348
HUN,GDP ($USD/capita),2017,29501.12,348
HUN,GDP ($USD/capita),2018,31862.88,348
ISL,GDP ($USD/capita),2005,37427.93,352
ISL,GDP ($USD/capita),2010,39810.8,352
ISL,GDP ($USD/capita),2015,49203.29,352
ISL,GDP ($USD/capita),2016,53486.62,352
ISL,GDP ($USD/capita),2018,58320.91,352
JPN,GDP ($USD/capita),2000,27285.18,392
JPN,GDP ($USD/capita),2005,32174.4,392
JPN,GDP ($USD/capita),2010,35356.43,392
JPN,GDP ($USD/capita),2015,40908.78,392
JPN,GDP ($USD/capita),2016,40642.7,392
JPN,GDP ($USD/capita),2017,41531.22,392
JPN,GDP ($USD/capita),2018,42415.26,392
JPN,GDP ($USD/capita),2019,42938.82,392
KOR,GDP ($USD/capita),2000,18539.42,410
KOR,GDP ($USD/capita),2005,25186.64,410
KOR,GDP ($USD/capita),2010,31748.35,410
KOR,GDP ($USD/capita),2015,37902.36,410
KOR,GDP ($USD/capita),2016,39575.3,410
KOR,GDP ($USD/capita),2017,40957.35,410
KOR,GDP ($USD/capita),2018,42486.74,410
KOR,GDP ($USD/capita),2019,42849.56,410
MEX,GDP ($USD/capita),2005,12539.96,484
MEX,GDP ($USD/capita),2010,15257.67,484
MEX,GDP ($USD/capita),2015,18454.8,484
MEX,GDP ($USD/capita),2016,19516.15,484
MEX,GDP ($USD/capita),2017,19947.2,484
MEX,GDP ($USD/capita),2018,20519.58,484
MEX,GDP ($USD/capita),2019,20748.03,484
NZL,GDP ($USD/capita),2000,21471.62,554
NZL,GDP ($USD/capita),2005,25590.13,554
NZL,GDP ($USD/capita),2010,31152.55,554
NZL,GDP ($USD/capita),2015,37246.95,554
NZL,GDP ($USD/capita),2016,39719.04,554
NZL,GDP ($USD/capita),2017,42074.66,554
NZL,GDP ($USD/capita),2018,43738.11,554
NZL,GDP ($USD/capita),2019,44612.28,554
NOR,GDP ($USD/capita),2000,36952.28,578
NOR,GDP ($USD/capita),2005,47800.54,578
NOR,GDP ($USD/capita),2010,57966.87,578
NOR,GDP ($USD/capita),2015,60352.72,578
NOR,GDP ($USD/capita),2016,58923.24,578
NOR,GDP ($USD/capita),2017,64050.37,578
NOR,GDP ($USD/capita),2018,69709.38,578
NOR,GDP ($USD/capita),2019,68343.74,578
PRT,GDP ($USD/capita),2005,22725.35,620
PRT,GDP ($USD/capita),2010,27282.77,620
PRT,GDP ($USD/capita),2015,29660.85,620
PRT,GDP ($USD/capita),2016,31607.61,620
PRT,GDP ($USD/capita),2017,33044.7,620
PRT,GDP ($USD/capita),2018,34931.86,620
SVK,GDP ($USD/capita),2005,16595.26,703
SVK,GDP ($USD/capita),2010,25141.83,703
SVK,GDP ($USD/capita),2015,29972.92,703
SVK,GDP ($USD/capita),2016,29645.7,703
SVK,GDP ($USD/capita),2017,30066.19,703
SVK,GDP ($USD/capita),2018,31535.3,703
SVK,GDP ($USD/capita),2019,32613.73,703
SWE,GDP ($USD/capita),2000,29631.19,752
SWE,GDP ($USD/capita),2005,34244.36,752
SWE,GDP ($USD/capita),2010,42256.28,752
SWE,GDP ($USD/capita),2015,49103.06,752
SWE,GDP ($USD/capita),2016,50430.17,752
SWE,GDP ($USD/capita),2017,51947.94,752
SWE,GDP ($USD/capita),2018,53553.31,752
SWE,GDP ($USD/capita),2019,55337.87,752
GBR,GDP ($USD/capita),2000,26486.64,826
GBR,GDP ($USD/capita),2005,32740.96,826
GBR,GDP ($USD/capita),2010,36608.23,826
GBR,GDP ($USD/capita),2015,42916.97,826
GBR,GDP ($USD/capita),2016,44610.57,826
GBR,GDP ($USD/capita),2017,46385.63,826
GBR,GDP ($USD/capita),2018,47880.77,826
GBR,GDP ($USD/capita),2019,49362.79,826
USA,GDP ($USD/capita),2000,36299.66,840
USA,GDP ($USD/capita),2005,44052.38,840
USA,GDP ($USD/capita),2010,48580.48,840
USA,GDP ($USD/capita),2015,56731.07,840
USA,GDP ($USD/capita),2016,57846.27,840
USA,GDP ($USD/capita),2017,59896.76,840
USA,GDP ($USD/capita),2018,62783.98,840
USA,GDP ($USD/capita),2019,65055.79,840
COL,GDP ($USD/capita),2010,10866.06,170
COL,GDP ($USD/capita),2015,13330.56,170
COL,GDP ($USD/capita),2016,14054.7,170
COL,GDP ($USD/capita),2017,14479.81,170
COL,GDP ($USD/capita),2018,15256.2,170
COL,GDP ($USD/capita),2019,16077.32,170
ISR,GDP ($USD/capita),2005,24742.8,376
ISR,GDP ($USD/capita),2010,28916.81,376
ISR,GDP ($USD/capita),2015,35482.65,376
ISR,GDP ($USD/capita),2016,37854.85,376
ISR,GDP ($USD/capita),2017,39137.38,376
ISR,GDP ($USD/capita),2018,40698.26,376
CRI,GDP ($USD/capita),2010,13318.14,188
CRI,GDP ($USD/capita),2015,17649.31,188
CRI,GDP ($USD/capita),2016,19119.34,188
CRI,GDP ($USD/capita),2017,20368.23,188
CRI,GDP ($USD/capita),2018,20988.16,188
